DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
38:44.5,36.29,51.61,17,6.3,Mw,732,,,0.92,NEI,2004052840
56:09.6,34.251,141.406,16,6.5,Mw,352,,,0.99,NEI,2004052940
50:37.1,-32.875,-179.447,43.1,6.2,Mw,401,,,0.93,NEI,2004060240
52:08.8,-51.603,139.615,10,6.4,Mw,209,,,1.03,NEI,2004060940
19:57.7,55.682,160.003,188.6,6.9,Mw,798,,,0.81,NEI,2004061040
16:31.5,-38.854,-73.155,37.8,6.1,Mw,215,,,0.93,NEI,2004061540
35:07.8,-6.711,130.375,70.5,6.1,Mw,422,,,0.82,NEI,2004062540
49:47.0,54.8,-134.25,20,6.8,Mw,772,,,0,PGC,2004062840
01:30.9,10.738,-87.043,9,6.3,Mw,562,,,1.25,NEI,2004062940
37:25.4,0.797,124.726,90.8,6.3,Mw,387,,,0.89,NEI,2004063041
39:37.5,-49.581,163.669,10,6.2,Mw,42,,,1.34,NEI,2004070140
30:49.2,47.198,151.303,128.5,6.4,Mw,756,,,0.76,NEI,2004070840
54:33.8,-25.055,-115.964,10,6,Mw,185,,,1.08,NEI,2004070840
08:44.2,30.694,83.672,13,6.2,Mw,431,,,1.04,NEI,2004071140
46:12.6,-20.252,-126.928,12,6.1,Mw,351,,,0.94,NEI,2004071140
27:14.7,-17.656,-178.76,565.5,7.1,Mw,208,,,0.93,NEI,2004071540
58:19.0,-65.651,-179.574,10,6.2,Mw,109,,,1.38,NEI,2004071640
01:49.5,49.623,-126.967,23.7,6.4,Mw,393,,,1.04,NEI,2004071940
45:14.9,26.489,128.894,20.9,6.1,Mw,451,,,0.92,NEI,2004072240
35:19.1,-2.427,103.981,582.1,7.3,Mw,641,,,0.85,NEI,2004072540
56:28.6,-0.443,133.091,13.4,6.5,Mw,305,,,1.07,NEI,2004072840
03:10.3,-63.563,-166.666,10,6,Mw,91,,,1.33,NEI,2004080140
30:16.9,51.753,-166.313,8,6,Mw,605,,,1.09,NEI,2004080740
47:32.8,36.444,70.796,207,6,Mw,492,,,0.85,NEI,2004081040
41:25.6,-35.173,-70.525,5,6.5,Mw,349,,,0,GUC,2004082840
04:48.0,-15.254,-173.34,10,6.2,Mw,207,,,0.97,NEI,2004090340
07:07.8,33.07,136.618,14,7.2,Mw,643,,,0.89,NEI,2004090540
57:18.6,33.184,137.071,10,7.4,Mw,594,,,0.91,NEI,2004090540
42:59.4,-55.372,-28.976,10,6.9,Mw,233,,,1.13,NEI,2004090640
29:35.1,33.205,137.227,10,6.6,Mw,478,,,0.84,NEI,2004090641
53:06.1,-28.573,-65.84,22.3,6.4,Mw,360,,,0.8,NEI,2004090740
58:25.8,33.14,137.2,21.2,6.1,Mw,574,,,0.86,NEI,2004090840
33:21.7,17.759,-81.55,25.2,6,Mw,450,,,0.82,NEI,2004090940
52:38.3,-57.976,-25.342,63.9,6.1,Mw,252,,,1.02,NEI,2004091140
00:12.8,43.998,151.408,8,6.1,Mw,535,,,0.85,NEI,2004091340
10:50.6,14.22,120.411,115.4,6,Mw,452,,,0.82,NEI,2004091540
26:04.1,52.205,174.027,25,6.2,Mw,625,,,0.97,NEI,2004091940
29:53.8,-52.515,28.016,10,6.4,Mw,299,,,1.04,NEI,2004092840
20:35.0,14.546,146.993,7.2,6,Mw,263,,,0.86,NEI,2004100440
30:56.9,-0.67,134.426,10,6.2,Mw,154,,,1.18,NEI,2004100640
27:53.5,-10.951,162.161,36,6.8,Mw,545,,,0.87,NEI,2004100840
36:06.1,13.925,120.534,105,6.5,Mw,526,,,0.95,NEI,2004100840
26:53.7,11.422,-86.665,35,7,Mw,441,,,1.1,NEI,2004100940
08:50.2,24.53,122.694,94,6.7,Mw,698,,,0.85,NEI,2004101540
32:24.6,-14.027,166.612,59.8,6.1,Mw,209,,,1.02,NEI,2004102040
56:00.9,37.226,138.779,16,6.6,Mw,782,,,1.1,NEI,2004102340
03:12.5,37.318,138.816,10.5,6.1,Mw,577,,,0.91,NEI,2004102340
34:05.0,37.318,138.808,10,6.3,Mw,547,,,0.82,NEI,2004102340
48:10.6,-57.067,-24.829,10,6,Mw,85,,,0.81,NEI,2004102640
53:07.9,-57.071,-24.679,10,6.4,Mw,121,,,0.89,NEI,2004102640
40:50.3,37.284,138.885,14.1,6,Mw,499,,,0.9,NEI,2004102740
02:12.8,49.277,-128.772,10,6.7,Mw,459,,,1.17,NEI,2004110240
31:43.7,14.474,146.842,10,6,Mw,209,,,1,NEI,2004110340
18:35.0,-4.361,143.925,125.7,6,Mw,361,,,0.84,NEI,2004110540
02:26.2,47.948,144.477,474,6.2,Mw,692,,,0.8,NEI,2004110740
55:01.1,24.104,122.542,29,6.3,Mw,510,,,1.03,NEI,2004110840
58:23.6,-11.15,163.706,13,6.9,Mw,405,,,1.03,NEI,2004110940
02:47.3,42.139,144.344,32.8,6.1,Mw,636,,,0.77,NEI,2004111140
34:52.0,-11.128,162.208,10,6.7,Mw,233,,,1.11,NEI,2004111140
26:41.1,-8.152,124.868,10,7.5,Mw,301,,,1.07,NEI,2004111140
49:48.1,-8.255,124.93,10,6.4,Ms,146,,,1.14,NEI,2004111140
36:16.8,-26.705,-63.319,568.7,6.1,Mw,465,,,0.73,NEI,2004111240
06:56.6,4.695,-77.508,15,7.2,Mw,708,,,0.9,NEI,2004111540
06:54.5,-5.627,151.452,55.7,6.1,Mw,308,,,1,NEI,2004111640
09:13.1,-20.068,-178.71,622.6,6.6,Mw,510,,,0.96,NEI,2004111740
07:22.1,9.602,-84.172,16,6.4,Mw,530,,,0.92,NEI,2004112040
01:45.7,13.376,-90.056,40.6,6.3,Mw,448,,,1.18,NEI,2004112040
07:13.6,-15.403,-174.908,256.1,6,Mw,508,,,0.88,NEI,2004112140
41:07.8,15.679,-61.706,14,6.3,Mw,672,,,0.97,NEI,2004112140
26:23.9,-46.676,164.721,10,7.1,Mw,585,,,1.13,NEI,2004112240
25:03.3,-3.609,135.404,10,7.1,Mw,439,,,1.18,NEI,2004112640
35:13.4,-26.525,-113.834,10,6.6,Mw,265,,,1.4,NEI,2004112840
36:45.4,-3.638,135.445,23.1,6.2,Mw,202,,,0.94,NEI,2004112840
32:14.1,43.006,145.119,39,7,Mw,929,,,0.79,NEI,2004112840
15:11.9,42.9,145.228,35,6.8,Mw,759,,,0.76,NEI,2004120640
26:29.0,-18.481,-178.076,439.2,6.1,Mw,394,,,0.98,NEI,2004120640
23:41.0,13.385,-89.37,62.3,6,Mw,413,,,1.16,NEI,2004121340
20:13.4,18.958,-81.409,10,6.8,Mw,639,,,1.04,NEI,2004121440
46:19.9,48.837,156.309,11,6.2,Mw,470,,,1.01,NEI,2004121840
03:39.4,-55.942,-124.997,10,6.1,Mw,49,,,1.08,NEI,2004122240
59:04.4,-49.312,161.345,10,8.1,Mw,331,,,1.12,NEI,2004122340
58:53.4,3.295,95.982,30,9,Mw,601,,,1.17,NEI,2004122640
21:20.7,6.34,93.361,30,6.1,Mb,96,,,0.9,NEI,2004122640
22:25.6,7.421,93.985,30,6,Mb,80,,,0.95,NEI,2004122640
25:48.8,5.499,94.213,30,6.1,Mb,82,,,0.9,NEI,2004122640
00:40.0,6.848,94.667,30,6,Mb,264,,,1.29,NEI,2004122640
21:29.8,6.91,92.958,39.2,7.2,Mw,385,,,1,NEI,2004122640
20:01.6,8.879,92.375,16.1,6.6,Me,353,,,1.07,NEI,2004122641
19:31.7,13.462,92.738,26.4,6.3,Mw,389,,,0.86,NEI,2004122641
05:00.7,13.533,92.84,13.3,6.2,Mw,462,,,0.89,NEI,2004122641
06:33.2,3.651,94.086,17.8,6,Mw,181,,,0.97,NEI,2004122641
19:55.6,2.794,94.162,30,6.1,Mw,135,,,1.24,NEI,2004122642
39:06.8,5.348,94.65,35,6.1,Mw,468,,,0.81,NEI,2004122741
50:52.6,9.109,93.756,8,6.1,Mw,442,,,0.9,NEI,2004122940
56:47.5,8.791,93.198,12,6.2,Me,364,,,0.97,NEI,2004122940
24:00.5,7.12,92.533,14,6.1,Mw,347,,,0.92,NEI,2004123140
04:57.5,6.204,92.913,11,6,Mw,247,,,0.72,NEI,2004123140
25:44.8,5.099,92.304,11.7,6.7,Mw,364,,,0.97,NEI,2005010140
08:07.8,7.336,94.455,55.4,6.1,Mw,279,,,0.96,NEI,2005010140
35:56.7,6.36,92.787,30,6.4,Mw,343,,,1.04,NEI,2005010240
59:28.9,-50.659,161.866,10,6.1,Mw,133,,,1,NEI,2005010340
13:12.2,10.672,92.362,23.2,6.1,Mw,321,,,0.84,NEI,2005010440
45:03.8,-55.299,-27.956,10,6,Mw,90,,,1.04,NEI,2005010840
12:56.5,4.926,95.108,40,6.1,Mw,505,,,0.91,NEI,2005010941
40:03.6,-0.878,-21.194,10,6.8,Mw,462,,,0.97,NEI,2005011240
33:14.5,-4.238,152.717,10,6.1,Mw,222,,,0.99,NEI,2005011440
47:05.1,-6.462,105.236,58.7,6,Mw,199,,,1.05,NEI,2005011540
25:04.5,-25.528,-176.299,16,6.2,Mw,339,,,0.91,NEI,2005011640
17:52.8,10.934,140.842,24.9,6.6,Mw,395,,,0.93,NEI,2005011640
50:32.6,10.986,140.682,12,6.1,Mw,253,,,0.96,NEI,2005011740
09:06.2,42.946,144.866,42,6.3,Mw,561,,,0.76,NEI,2005011840
11:36.4,34.064,141.491,27.8,6.6,Mw,225,,,1.2,NEI,2005011940
45:14.1,-1.134,-80.829,10,6,Mw,149,,,1.11,NEI,2005012140
30:17.3,-7.727,159.475,29,6.4,Mw,355,,,0.96,NEI,2005012240
10:12.1,-1.198,119.933,11,6.3,Mw,139,,,1.24,NEI,2005012340
16:47.4,7.33,92.482,30,6.3,Mw,557,,,0.89,NEI,2005012440
23:26.1,-1.364,-80.785,16.9,6.1,Mw,309,,,1.19,NEI,2005012441
00:42.6,2.699,94.602,22.2,6.2,Mw,230,,,1.21,NEI,2005012641
26:18.8,-1.183,-81.499,10,6.1,Mw,166,,,0.99,NEI,2005012841
46:45.3,-1.089,-81.157,10,6.2,Mw,207,,,0.98,NEI,2005012842
30:25.9,14.08,144.715,158.7,6.3,Mw,289,,,1.06,NEI,2005020240
34:25.7,16.011,145.867,142.7,6.6,Mw,322,,,1.12,NEI,2005020540
03:13.8,2.255,94.992,30,6,Mw,111,,,1.03,NEI,2005020540
23:18.9,5.293,123.337,525,7.1,Mw,640,,,1.14,NEI,2005020540
02:17.7,-4.525,153.187,36.5,6.1,Mw,381,,,1.03,NEI,2005020740
48:22.0,-14.252,167.259,206.3,6.7,Mw,457,,,1.22,NEI,2005020840
27:25.3,4.797,95.117,44.5,6,Mw,500,,,0.83,NEI,2005020940
46:10.0,26.088,143.997,24,6.3,Mw,497,,,0.77,NEI,2005020940
53:20.0,-23.097,169.219,9,6.3,Mw,402,,,0.99,NEI,2005021040
38:08.7,41.728,79.44,22,6.1,Mw,623,,,0.91,NEI,2005021440
42:25.8,4.756,126.421,39.7,6.5,Mw,286,,,0.98,NEI,2005021540
27:52.5,-36.32,-16.558,10,6.6,Mw,329,,,1.36,NEI,2005021640
04:43.6,-5.562,122.129,10,6.5,Mw,371,,,0.92,NEI,2005021940
25:22.9,30.754,56.816,14,6.4,Mw,652,,,1.31,NEI,2005022240
33:52.9,-6.245,150.66,10,6,Mw,311,,,0.87,NEI,2005022340
56:52.6,2.908,95.592,36,6.8,Mw,444,,,0.94,NEI,2005022640
42:12.2,-6.527,129.933,201.7,7.1,Mw,569,,,1.16,NEI,2005030240
39:59.4,-11.045,163.045,10,6.1,Mw,123,,,1.06,NEI,2005030640
21:43.4,84.948,99.391,10,6.3,Mw,641,,,0.91,NEI,2005030640
31:23.1,27.095,61.887,54,6,Mw,591,,,0.9,NEI,2005031340
37:37.1,15.144,-91.381,197.4,6.1,Mw,538,,,0.94,NEI,2005031740
02:42.7,-20.407,-174.337,18,6.1,Mw,405,,,0.82,NEI,2005031940
34:46.2,-21.893,-179.547,598.7,6.3,Mw,490,,,0.84,NEI,2005031940
53:41.8,33.807,130.131,10,6.6,Mw,401,,,1.3,NEI,2005032040
23:54.1,-24.983,-63.47,579.1,6.9,Mw,650,,,0.76,NEI,2005032140
43:12.4,-24.725,-63.507,570.1,6.4,Mw,503,,,0.74,NEI,2005032140
40:34.5,-4.894,129.938,10,6.1,Mw,202,,,0.86,NEI,2005032640
09:36.5,2.085,97.108,30,8.6,Mw,510,,,0.91,NEI,2005032840
30:44.6,0.923,97.867,36.1,6.1,Mb,434,,,0.93,NEI,2005032840
19:41.1,2.993,95.414,22,6.3,Mw,402,,,0.86,NEI,2005033040
41:57.2,-22.459,-179.754,588.7,6.1,Mw,511,,,0.98,NEI,2005033040
46:17.8,-18.448,175.99,10,6,Mw,229,,,1.01,NEI,2005033140
52:36.6,78.607,6.098,10,6.1,Mw,473,,,0.92,NEI,2005040240
59:21.4,0.368,98.319,30,6,Mw,461,,,0.85,NEI,2005040340
10:56.5,2.022,97.942,36,6.3,Mw,626,,,0.87,NEI,2005040340
04:41.1,30.491,83.662,11,6.3,Mw,468,,,0.9,NEI,2005040740
48:37.9,-0.215,97.731,20.9,6.1,Mw,309,,,0.93,NEI,2005040840
38:17.5,-23.144,169.265,10,6.1,Mw,161,,,0.97,NEI,2005040840
29:11.3,-1.644,99.607,19,6.7,Mw,656,,,1.02,NEI,2005041040
14:19.6,-1.714,99.779,30,6.5,Mw,478,,,0.94,NEI,2005041040
24:39.4,-1.591,99.717,30,6.4,Mw,374,,,0.89,NEI,2005041041
11:11.8,2.169,96.759,24,6.1,Mw,402,,,1.07,NEI,2005041140
20:06.0,-3.484,145.909,11.4,6.6,Mw,211,,,1.07,NEI,2005041140
54:07.0,-7.293,-77.886,129.9,6,Mw,522,,,0.74,NEI,2005041140
08:53.9,-21.975,170.612,68,6.7,Mw,414,,,0.96,NEI,2005041140
38:03.9,1.812,97.662,31,6.4,Mw,413,,,0.89,NEI,2005041640
07:33.7,2.132,96.799,22,6.2,Mw,408,,,0.91,NEI,2005042840
12:21.4,5.71,-82.845,18,6.5,Mw,190,,,1.26,NEI,2005050540
09:05.1,-6.226,103.139,17,6.3,Mw,429,,,0.91,NEI,2005051040
15:35.3,-57.382,-139.231,10,6.5,Mw,249,,,1.26,NEI,2005051240
05:18.5,0.587,98.459,34,6.7,Mw,695,,,1,NEI,2005051440
54:14.6,-32.589,-179.353,34,6.6,Mw,660,,,1.03,NEI,2005051640
10:53.6,-56.413,-26.863,102.2,6,Mw,135,,,0.8,NEI,2005051840
27:06.4,-15.318,-173.24,10,6.2,Mw,237,,,0.96,NEI,2005051840
37:41.7,5.439,93.357,2.5,6.1,Mw,105,,,1.28,NEI,2005051840
54:52.9,1.989,97.041,30,6.9,Mw,635,,,0.92,NEI,2005051940
40:42.4,-24.529,178.84,565.3,6,Mw,334,,,0.92,NEI,2005052040
11:35.4,-3.286,-80.987,39.5,6.3,Mw,487,,,0.98,NEI,2005052140
56:01.6,-24.221,-67.003,196.2,6.1,Mw,432,,,0.88,NEI,2005060240
50:46.6,-6.319,146.846,26,6.1,Mw,411,,,0.98,NEI,2005060440
28:10.9,2.17,96.724,23.5,6.1,Mw,320,,,0.81,NEI,2005060840
26:24.8,-56.293,-27.075,94.1,6,Mw,241,,,0.99,NEI,2005061240
44:33.9,-19.987,-69.197,115.6,7.8,Mw,714,,,1.01,NEI,2005061340
10:12.3,51.239,179.314,17,6.8,Mw,885,,,1.02,NEI,2005061441
50:54.2,41.292,-125.953,16,7.2,Mw,420,,,1.2,NEI,2005061540
13:59.4,-4.595,153.191,74.6,6.2,Mw,400,,,0.92,NEI,2005061540
52:24.8,-44.865,-80.562,10,6.4,Mw,132,,,1.32,NEI,2005061541
21:42.6,40.773,-126.574,12,6.6,Mw,659,,,1.06,NEI,2005061740
35:45.6,18.781,-107.298,20,6.2,Mw,452,,,0,UNM,2005062740
16:43.7,11.245,-86.172,27,6.6,Mw,446,,,1.12,NEI,2005070240
36:05.6,-42.283,42.37,10,6.3,Mw,149,,,1.05,NEI,2005070440
52:02.9,1.819,97.082,21,6.7,Mw,398,,,1,NEI,2005070540
46:31.2,-36.31,-97.264,10,6.1,Mw,204,,,1.02,NEI,2005071040
06:01.7,-27.001,-176.322,10,6,Mw,228,,,0.91,NEI,2005071140
51:43.6,-30.254,-178.068,10,6,Mw,325,,,1.08,NEI,2005072340
42:06.2,7.92,92.19,16,7.2,Mw,636,,,0.93,NEI,2005072440
03:49.1,-61.474,154.249,10,6,Mw,65,,,1.35,NEI,2005073040
03:15.1,11.247,-85.541,14,6.3,Mw,454,,,1.16,NEI,2005080340
56:13.5,-19.614,-175.85,205.4,6,Mw,339,,,0.84,NEI,2005080640
17:46.0,-47.09,33.62,10,6.2,Mw,241,,,1.19,NEI,2005080740
35:26.1,-14.449,-177.293,10,6,Mw,277,,,0.95,NEI,2005080740
26:17.5,-20.942,173.825,23.6,6.1,Mw,145,,,0.93,NEI,2005080940
12:21.2,-21.097,173.874,35,6.1,Mw,114,,,0.97,NEI,2005080940
08:46.8,-22.677,169.509,10,6.2,Mw,143,,,1.1,NEI,2005081140
36:52.8,20.134,145.801,48.6,6,Mw,303,,,0.83,NEI,2005081340
46:28.4,38.276,142.039,36,7.2,Mw,698,,,0.95,NEI,2005081640
15:28.2,38.564,142.987,10,6.1,Mw,251,,,1.48,NEI,2005082440
16:33.6,14.417,52.365,10,6.2,Mw,309,,,1.4,NEI,2005082640
38:20.9,6.817,-82.432,10,6.1,Mw,371,,,1.22,NEI,2005082740
10:45.5,38.481,143.175,21.1,6.1,Mw,464,,,0.85,NEI,2005083040
58:34.9,3.004,123.073,443.9,6,Mw,303,,,0.89,NEI,2005090440
37:31.3,-56.41,-142.392,10,6.2,Mw,151,,,1.33,NEI,2005090540
26:43.7,-4.539,153.474,90,7.6,Mw,502,,,1.04,NEI,2005090940
25:08.1,43.892,146.145,103,6.1,Mw,594,,,0.74,NEI,2005092140
55:46.6,-17.515,167.801,30,6.1,Mw,275,,,1.08,NEI,2005092540
55:37.7,-5.678,-76.398,115,7.5,Mw,696,,,0.88,NEI,2005092640
50:24.0,-5.437,151.84,25,6.6,Mw,402,,,0.87,NEI,2005092940
23:26.0,-5.563,151.865,28,6.2,Mw,312,,,1.08,NEI,2005092940
50:40.8,34.539,73.588,26,7.6,Mw,724,,,0.9,NEI,2005100840
46:28.8,34.733,73.1,8,6.4,Mw,471,,,0.98,NEI,2005100841
06:17.0,46.816,154.113,42.8,6.1,Mw,604,,,0.82,NEI,2005101540
51:08.1,25.309,123.351,192,6.4,Mw,774,,,0.88,NEI,2005101540
44:42.8,36.405,140.839,32,6.3,Mw,527,,,0.8,NEI,2005101940
05:56.0,-45.214,96.898,8,6.5,Mw,416,,,0.83,NEI,2005102940
48:21.2,-3.149,148.143,25,6.4,Mw,147,,,1.31,NEI,2005110540
38:51.4,38.107,144.896,11,7,Mw,699,,,0.86,NEI,2005111440
26:54.5,-22.361,-67.895,147,6.8,Mw,509,,,0.9,NEI,2005111740
10:13.0,2.164,96.786,21,6.5,Mw,358,,,0.98,NEI,2005111940
53:02.9,53.843,-164.093,30,6.2,Mw,616,,,1.04,NEI,2005112040
36:31.0,31.019,129.997,145,6.1,Mw,566,,,0.91,NEI,2005112140
11:31.6,-5.154,145.284,68,6.2,Mw,172,,,0.98,NEI,2005112240
41:28.1,20.29,146.055,11,6,Mw,389,,,0.95,NEI,2005112840
53:42.5,6.27,124.029,13,6.4,Mw,178,,,1.12,NEI,2005113040
13:09.5,38.089,142.122,29,6.5,Mw,464,,,0.79,NEI,2005120240
19:56.6,-6.224,29.83,22,6.8,Mw,561,,,0.98,NEI,2005120540
32:51.5,-30.012,-177.637,21,6.4,Mw,340,,,0.98,NEI,2005120740
01:27.1,-5.408,146.953,216.8,6.1,Mw,431,,,0.85,NEI,2005120840
20:45.0,-6.584,152.223,17,6.6,Mw,503,,,0.85,NEI,2005121140
47:46.1,36.357,71.093,224.6,6.5,Mw,529,,,0.81,NEI,2005121240
16:06.4,-15.265,-178.571,10,6.7,Mw,322,,,1.16,NEI,2005121340
32:16.4,38.506,141.9,42.9,6,Mw,407,,,1.18,NEI,2005121640
51:12.6,12.232,140.995,22.8,6.1,Mw,196,,,0.89,NEI,2005122040
09:05.2,-0.066,124.672,25,6.3,Mw,380,,,0.99,NEI,2005122140
32:38.9,6.643,-82.755,7,6,Mw,473,,,1.07,NEI,2005122140
20:02.9,-54.719,-135.868,10,6.3,Mw,110,,,1.43,NEI,2005122240
47:28.0,-1.386,-77.517,192.9,6.1,Mw,520,,,0.77,NEI,2005122340
26:43.9,7.529,-82.266,10,6.1,Mw,420,,,0.96,NEI,2005123040
10:49.8,-60.957,-21.606,13,7.4,Mw,271,,,1.28,NEI,2006010240
13:40.5,-19.926,-178.178,582.9,7.2,Mw,646,,,1.11,NEI,2006010240
32:32.4,28.164,-112.117,14,6.6,Mw,323,,,1.25,NEI,2006010440
39:58.5,6.635,-82.337,7.4,6.1,Mw,385,,,1.05,NEI,2006010640
34:55.6,36.311,23.212,66,6.7,Mw,769,,,1.34,NEI,2006010840
58:29.1,-7.826,122.597,264.8,6.1,Mw,339,,,0.99,NEI,2006011540
02:58.1,-17.391,167.715,23,6.4,Mw,284,,,1.49,NEI,2006012340
50:45.0,6.864,-77.793,14,6.2,Mw,552,,,0.87,NEI,2006012340
58:53.7,-5.473,128.131,397,7.6,Mw,560,,,0.88,NEI,2006012740
48:43.4,-17.747,-178.39,597.5,6.7,Mw,644,,,1,NEI,2006020240
34:11.0,11.86,92.372,19,6.1,Mw,442,,,0.89,NEI,2006020340
27:23.3,20.821,146.18,40,6.3,Mw,279,,,0.86,NEI,2006021440
59:22.1,-5.193,152.053,44.2,6.2,Mw,331,,,0.97,NEI,2006021840
19:07.8,-21.324,33.583,11,7,Mw,412,,,1.37,NEI,2006022240
04:05.0,-54.669,1.765,10,6.2,Mw,79,,,1.22,NEI,2006022340
15:45.2,-17.995,-179.59,622.4,6.1,Mw,387,,,0.9,NEI,2006022440
08:27.8,-23.607,-179.989,535.2,6.4,Mw,574,,,0.95,NEI,2006022640
18:42.1,-15.283,-176.239,32.5,6,Mw,173,,,1.02,NEI,2006022640
31:02.7,28.12,56.865,18,6,Mw,480,,,1.26,NEI,2006022840
36:28.0,-55.695,-4.232,10,6,Mw,29,,,1.3,NEI,2006030341
07:56.6,-20.118,-175.661,205.8,6.1,Mw,492,,,0.97,NEI,2006030540
13:08.4,-40.103,78.486,10,6.2,Mw,101,,,0.93,NEI,2006030640
28:55.0,-14.805,167.368,136.2,6.2,Mw,340,,,0.99,NEI,2006030740
55:55.3,0.791,-26.125,10,6,Mw,209,,,1.29,NEI,2006030940
12:18.6,-60.419,-46.505,10,6.1,Mw,93,,,1.1,NEI,2006031040
57:33.9,-3.595,127.214,30.1,6.7,Mw,306,,,1.17,NEI,2006031440
27:05.4,-3.245,143.144,12,6.1,Mw,194,,,0.97,NEI,2006032440
46:49.8,-16.885,174.504,10,6,Mw,175,,,1.04,NEI,2006032440
17:01.0,33.5,48.78,7,6.1,Mw,586,,,1.06,NEI,2006033140
21:00.2,-29.435,-176.768,13,6.5,Mw,238,,,1.15,NEI,2006033140
14:45.2,3.798,126.344,37,6.2,Mw,346,,,0.98,NEI,2006033140
02:19.6,22.868,121.278,9,6.1,Mw,429,,,1.02,NEI,2006040140
30:28.4,18.716,-106.992,33.5,6,Mw,342,,,1.16,NEI,2006040440
30:44.6,-16.527,176.989,14,6.5,Mw,247,,,1.15,NEI,2006040740
06:58.7,56.397,163.99,28.8,6,Mw,352,,,1.39,NEI,2006041240
50:14.7,-29.772,-72.003,19.8,6,Mw,166,,,1.06,NEI,2006041540
49:56.9,-12.475,166.508,16,6.1,Mw,204,,,1.4,NEI,2006041740
36:46.4,2.643,93.226,17,6.2,Mw,341,,,1.03,NEI,2006041940
25:02.1,60.949,167.089,22,7.6,Mw,579,,,0.87,NEI,2006042040
28:03.9,60.874,167.007,10,6.1,Mb,54,,,1.1,NEI,2006042040
32:43.8,60.527,165.816,9,6.4,Mw,658,,,0.78,NEI,2006042140
14:15.3,61.354,167.525,12,6.1,Mw,491,,,0.82,NEI,2006042141
26:17.1,1.994,96.995,21,6.3,Mw,354,,,0.9,NEI,2006042540
46:03.9,-57.482,147.568,10,6.1,Mw,167,,,1.33,NEI,2006042640
58:06.3,60.491,167.516,11,6.6,Mw,645,,,0.78,NEI,2006042940
17:34.9,-15.103,167.441,127.7,6.1,Mw,303,,,1.08,NEI,2006043040
17:15.0,-27.017,-71.022,12,6.7,Mw,277,,,1.19,NEI,2006043040
33:18.9,-15.523,-173.101,10,6,Mw,224,,,0.94,NEI,2006043040
40:58.4,-27.211,-71.056,12,6.5,Mw,282,,,1.26,NEI,2006043041
26:40.3,-20.187,-174.123,55,8,Mw,626,,,1.18,NEI,2006050340
25:26.0,-20.579,-174.036,11,6,Mw,256,,,0.98,NEI,2006050440
26:50.5,-38.62,78.57,10,6,Mw,71,,,1.55,NEI,2006050640
17:35.2,-36.805,78.545,10,6.1,Mw,90,,,1.15,NEI,2006050740
42:51.0,52.515,-169.256,18,6.4,Mw,566,,,0.91,NEI,2006051040
39:23.3,-31.81,-179.307,152,7.4,Mw,613,,,1.32,NEI,2006051640
28:25.9,0.093,97.05,12,6.8,Mw,701,,,0.82,NEI,2006051640
06:16.4,-20.634,-173.952,11,6,Mw,360,,,1.01,NEI,2006051740
44:24.9,-0.143,124.713,35,6.3,Mw,298,,,0.99,NEI,2006051940
07:36.4,1.55,-85.311,10,6,Mw,209,,,1.07,NEI,2006052140
12:00.8,60.772,165.743,19,6.6,Mw,548,,,1.02,NEI,2006052240
08:02.9,54.271,158.447,197,6.2,Mw,660,,,0.75,NEI,2006052240
53:57.4,-4.715,126.811,2.8,6.1,Mw,109,,,1.33,NEI,2006052240
53:58.9,-7.961,110.446,12.5,6.3,Mw,213,,,1.32,NEI,2006052640
12:08.8,-5.724,151.133,34,6.5,Mw,477,,,0.9,NEI,2006052840
31:36.5,-20.837,-178.701,591.6,6,Mw,387,,,0.86,NEI,2006060240
27:08.0,1.175,-28.065,10,6,Mw,209,,,1.32,NEI,2006060540
58:27.8,-17.531,-178.747,564.4,6.1,Mw,374,,,0.82,NEI,2006060940
01:26.3,33.134,131.145,140,6.3,Mw,623,,,0.79,NEI,2006061140
18:42.5,51.752,177.082,14,6.5,Mw,470,,,1.28,NEI,2006061440
46:42.4,51.948,177.128,29.1,6,Mw,376,,,0.79,NEI,2006061440
28:02.1,33.028,-39.702,9,6,Mw,522,,,0.87,NEI,2006061840
34:52.7,6.938,92.454,16,6,Mw,411,,,0.85,NEI,2006062140
53:11.6,45.417,149.343,95,6,Mw,734,,,0.84,NEI,2006062240
15:00.9,-0.39,123.195,26,6.3,Mw,331,,,1.29,NEI,2006062440
39:32.9,52.23,176.158,17,6.2,Mw,544,,,1.04,NEI,2006062740
59:15.3,-19.865,-178.287,569.9,6.3,Mw,615,,,0.93,NEI,2006062740
07:22.7,6.501,92.793,28.8,6.3,Mw,379,,,1.07,NEI,2006062740
26:12.5,-15.244,-173.61,35,6,Mw,306,,,1.34,NEI,2006070740
40:01.0,51.214,-179.312,22,6.6,Mw,632,,,1,NEI,2006070840
42:41.4,-28.715,-72.543,10,6.2,Mw,436,,,1.01,NEI,2006071640
19:26.7,-9.284,107.419,20,7.7,Mw,357,,,1.16,NEI,2006071740
13:05.0,-9.087,107.76,10,6,Mw,272,,,1.02,NEI,2006071740
45:59.8,-9.42,108.319,21,6.1,Mw,252,,,1.14,NEI,2006071741
57:36.9,-6.535,105.389,45,6.1,Mw,383,,,0.93,NEI,2006071940
48:58.3,-5.474,150.684,28.2,6.4,Mw,133,,,1.17,NEI,2006071940
